Proprietary Name,NDC Package Code,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
Phexxi,69751-100-03,"90 mg/5g, 50 mg/5g, 20 mg/5g",GEL,VAGINAL,NDA208352,"Evofem, Inc.",69751-100,"lactic acid, L-, citric acid monohydrate, and potassium bitartrate","CITRIC ACID MONOHYDRATE; LACTIC ACID, L-; POTASSIUM BITARTRATE",HUMAN PRESCRIPTION DRUG,05/24/2021,N/A,NDA,3 APPLICATOR in 1 BOX (69751-100-03) / 5 g in 1 APPLICATOR (69751-100-01),"Acidifying Activity [MoA], Anti-coagulant [EPC], Calcium Chelating Activity [MoA], Calculi Dissolution Agent [EPC], Decreased Coagulation Factor Activity [PE]",N/A,Yes,12/31/2026
Phexxi,69751-100-12,"90 mg/5g, 50 mg/5g, 20 mg/5g",GEL,VAGINAL,NDA208352,"Evofem, Inc.",69751-100,"lactic acid, L-, citric acid monohydrate, and potassium bitartrate","CITRIC ACID MONOHYDRATE; LACTIC ACID, L-; POTASSIUM BITARTRATE",HUMAN PRESCRIPTION DRUG,09/01/2020,N/A,NDA,12 APPLICATOR in 1 BOX (69751-100-12) / 5 g in 1 APPLICATOR (69751-100-01),"Acidifying Activity [MoA], Anti-coagulant [EPC], Calcium Chelating Activity [MoA], Calculi Dissolution Agent [EPC], Decreased Coagulation Factor Activity [PE]",N/A,No,12/31/2026
