"category","medication","combo","search_type","search_term","source_file","Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:","qc_missing_fields","qc_sparse","qc_conflict"
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Azor","0713-0870-30","5 mg/1,                         20  mg/1","TABLET, FILM COATED","ORAL","NDA022100","Cosette Pharmaceuticals, Inc.","0713-0870","amlodipine besylate and olmesartan medoxomil","AMLODIPINE BESYLATE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0713-0870-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Azor","0713-0871-30","10 mg/1,                         20  mg/1","TABLET, FILM COATED","ORAL","NDA022100","Cosette Pharmaceuticals, Inc.","0713-0871","amlodipine besylate and olmesartan medoxomil","AMLODIPINE BESYLATE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0713-0871-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Azor","0713-0872-30","5 mg/1,                         40  mg/1","TABLET, FILM COATED","ORAL","NDA022100","Cosette Pharmaceuticals, Inc.","0713-0872","amlodipine besylate and olmesartan medoxomil","AMLODIPINE BESYLATE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0713-0872-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Azor","0713-0873-30","10 mg/1,                         40  mg/1","TABLET, FILM COATED","ORAL","NDA022100","Cosette Pharmaceuticals, Inc.","0713-0873","amlodipine besylate and olmesartan medoxomil","AMLODIPINE BESYLATE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0713-0873-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Miconazorb AF","46122-789-29","20 mg/g","POWDER","TOPICAL","M005","AmerisourceBergen Drug Corporation","46122-789","Miconazole Nitrate","MICONAZOLE NITRATE","HUMAN OTC DRUG","04/05/2024","N/A","OTC MONOGRAPH DRUG","71 g in 1 BOTTLE, PLASTIC (46122-789-29)","Azole Antifungal [EPC],  Azoles [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","TAZORAC","16110-915-30",".05 mg/g","CREAM","CUTANEOUS","NDA021184","Almirall, LLC","16110-915","tazarotene","TAZAROTENE","HUMAN PRESCRIPTION DRUG","02/03/2020","N/A","NDA","1 TUBE in 1 CARTON (16110-915-30)  / 30 g in 1 TUBE","Retinoid [EPC],  Retinoids [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","TAZORAC","16110-915-60",".05 mg/g","CREAM","CUTANEOUS","NDA021184","Almirall, LLC","16110-915","tazarotene","TAZAROTENE","HUMAN PRESCRIPTION DRUG","02/03/2020","N/A","NDA","1 TUBE in 1 CARTON (16110-915-60)  / 60 g in 1 TUBE","Retinoid [EPC],  Retinoids [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","TAZORAC","16110-916-30",".1 mg/g","CREAM","CUTANEOUS","NDA021184","Almirall, LLC","16110-916","tazarotene","TAZAROTENE","HUMAN PRESCRIPTION DRUG","02/03/2020","N/A","NDA","1 TUBE in 1 CARTON (16110-916-30)  / 30 g in 1 TUBE","Retinoid [EPC],  Retinoids [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","TAZORAC","16110-916-60",".1 mg/g","CREAM","CUTANEOUS","NDA021184","Almirall, LLC","16110-916","tazarotene","TAZAROTENE","HUMAN PRESCRIPTION DRUG","02/03/2020","N/A","NDA","1 TUBE in 1 CARTON (16110-916-60)  / 60 g in 1 TUBE","Retinoid [EPC],  Retinoids [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Tazorac","16110-042-10","1 mg/g","GEL","CUTANEOUS","NDA020600","Almirall, LLC","16110-042","tazarotene","TAZAROTENE","HUMAN PRESCRIPTION DRUG","02/21/2020","N/A","NDA","1 TUBE in 1 CARTON (16110-042-10)  / 100 g in 1 TUBE","Retinoid [EPC],  Retinoids [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Tazorac","16110-042-30","1 mg/g","GEL","CUTANEOUS","NDA020600","Almirall, LLC","16110-042","tazarotene","TAZAROTENE","HUMAN PRESCRIPTION DRUG","02/21/2020","N/A","NDA","1 TUBE in 1 CARTON (16110-042-30)  / 30 g in 1 TUBE","Retinoid [EPC],  Retinoids [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Tazorac","16110-833-10",".5 mg/g","GEL","CUTANEOUS","NDA020600","Almirall, LLC","16110-833","tazarotene","TAZAROTENE","HUMAN PRESCRIPTION DRUG","02/21/2020","N/A","NDA","1 TUBE in 1 CARTON (16110-833-10)  / 100 g in 1 TUBE","Retinoid [EPC],  Retinoids [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartan",TRUE,"proprietary","Azor","AmlodipineOlmesartan_combo_Azor_proprietary_raw.csv","Tazorac","16110-833-30",".5 mg/g","GEL","CUTANEOUS","NDA020600","Almirall, LLC","16110-833","tazarotene","TAZAROTENE","HUMAN PRESCRIPTION DRUG","02/21/2020","N/A","NDA","1 TUBE in 1 CARTON (16110-833-30)  / 30 g in 1 TUBE","Retinoid [EPC],  Retinoids [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartanHydrochlorothiazide",TRUE,"proprietary","Tribenzor","AmlodipineOlmesartanHydrochlorothiazide_combo_Tribenzor_proprietary_raw.csv","Tribenzor","0713-0874-30","5 mg/1,                         12.5  mg/1,                         20  mg/1","TABLET, FILM COATED","ORAL","NDA200175","Cosette Pharmaceuticals, Inc.","0713-0874","olmesartan medoxomil / amlodipine besylate / hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0713-0874-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartanHydrochlorothiazide",TRUE,"proprietary","Tribenzor","AmlodipineOlmesartanHydrochlorothiazide_combo_Tribenzor_proprietary_raw.csv","Tribenzor","0713-0875-30","5 mg/1,                         12.5  mg/1,                         40  mg/1","TABLET, FILM COATED","ORAL","NDA200175","Cosette Pharmaceuticals, Inc.","0713-0875","olmesartan medoxomil / amlodipine besylate / hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0713-0875-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartanHydrochlorothiazide",TRUE,"proprietary","Tribenzor","AmlodipineOlmesartanHydrochlorothiazide_combo_Tribenzor_proprietary_raw.csv","Tribenzor","0713-0876-30","5 mg/1,                         25  mg/1,                         40  mg/1","TABLET, FILM COATED","ORAL","NDA200175","Cosette Pharmaceuticals, Inc.","0713-0876","olmesartan medoxomil / amlodipine besylate / hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0713-0876-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartanHydrochlorothiazide",TRUE,"proprietary","Tribenzor","AmlodipineOlmesartanHydrochlorothiazide_combo_Tribenzor_proprietary_raw.csv","Tribenzor","0713-0877-30","10 mg/1,                         12.5  mg/1,                         40  mg/1","TABLET, FILM COATED","ORAL","NDA200175","Cosette Pharmaceuticals, Inc.","0713-0877","olmesartan medoxomil / amlodipine besylate / hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0713-0877-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineOlmesartanHydrochlorothiazide",TRUE,"proprietary","Tribenzor","AmlodipineOlmesartanHydrochlorothiazide_combo_Tribenzor_proprietary_raw.csv","Tribenzor","0713-0878-30","10 mg/1,                         25  mg/1,                         40  mg/1","TABLET, FILM COATED","ORAL","NDA200175","Cosette Pharmaceuticals, Inc.","0713-0878","olmesartan medoxomil / amlodipine besylate / hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL","HUMAN PRESCRIPTION DRUG","09/01/2022","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0713-0878-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge","0078-0488-15","5 mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA021990","Novartis Pharmaceuticals Corporation","0078-0488","amlodipine besylate and valsartan","AMLODIPINE BESYLATE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","06/20/2007","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0488-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2027",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge","0078-0489-15","10 mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA021990","Novartis Pharmaceuticals Corporation","0078-0489","amlodipine besylate and valsartan","AMLODIPINE BESYLATE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","06/20/2007","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0489-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2027",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge","0078-0490-15","5 mg/1,                         320  mg/1","TABLET, FILM COATED","ORAL","NDA021990","Novartis Pharmaceuticals Corporation","0078-0490","amlodipine besylate and valsartan","AMLODIPINE BESYLATE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","06/20/2007","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0490-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2027",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge","0078-0491-15","10 mg/1,                         320  mg/1","TABLET, FILM COATED","ORAL","NDA021990","Novartis Pharmaceuticals Corporation","0078-0491","amlodipine besylate and valsartan","AMLODIPINE BESYLATE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","06/20/2007","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0491-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2027",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge HCT","0078-0559-15","5 mg/1,                         12.5  mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0559","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0559-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge HCT","0078-0560-15","5 mg/1,                         25  mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0560","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0560-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge HCT","0078-0561-15","10 mg/1,                         12.5  mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0561","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0561-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge HCT","0078-0562-15","10 mg/1,                         25  mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0562","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0562-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartan",TRUE,"proprietary","Exforge","AmlodipineValsartan_combo_Exforge_proprietary_raw.csv","Exforge HCT","0078-0563-15","10 mg/1,                         25  mg/1,                         320  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0563","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0563-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartanHydrochlorothiazide",TRUE,"proprietary","ExforgeHCT","AmlodipineValsartanHydrochlorothiazide_combo_ExforgeHCT_proprietary_raw.csv","Exforge HCT","0078-0559-15","5 mg/1,                         12.5  mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0559","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0559-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartanHydrochlorothiazide",TRUE,"proprietary","ExforgeHCT","AmlodipineValsartanHydrochlorothiazide_combo_ExforgeHCT_proprietary_raw.csv","Exforge HCT","0078-0560-15","5 mg/1,                         25  mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0560","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0560-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartanHydrochlorothiazide",TRUE,"proprietary","ExforgeHCT","AmlodipineValsartanHydrochlorothiazide_combo_ExforgeHCT_proprietary_raw.csv","Exforge HCT","0078-0561-15","10 mg/1,                         12.5  mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0561","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0561-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartanHydrochlorothiazide",TRUE,"proprietary","ExforgeHCT","AmlodipineValsartanHydrochlorothiazide_combo_ExforgeHCT_proprietary_raw.csv","Exforge HCT","0078-0562-15","10 mg/1,                         25  mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0562","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0562-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AmlodipineValsartanHydrochlorothiazide",TRUE,"proprietary","ExforgeHCT","AmlodipineValsartanHydrochlorothiazide_combo_ExforgeHCT_proprietary_raw.csv","Exforge HCT","0078-0563-15","10 mg/1,                         25  mg/1,                         320  mg/1","TABLET, FILM COATED","ORAL","NDA022314","Novartis Pharmaceuticals Corporation","0078-0563","amlodipine valsartan and hydrochlorothiazide","AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","04/04/2009","N/A","NDA","30 TABLET, FILM COATED in 1 BOTTLE (0078-0563-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026",0,FALSE,FALSE
"ARBs","AzilsartanChlorthalidone",TRUE,"proprietary","Edarbyclor","AzilsartanChlorthalidone_combo_Edarbyclor_proprietary_raw.csv","Edarbyclor","60631-412-30","40 mg/1,                         12.5  mg/1","TABLET","ORAL","NDA202331","Azurity Pharmaceuticals, Inc. (formerly Arbor Pharmaceuticals)","60631-412","Azilsartan kamedoxomil and chlorthalidone","AZILSARTAN KAMEDOXOMIL;  CHLORTHALIDONE","HUMAN PRESCRIPTION DRUG","02/01/2013","N/A","NDA","30 TABLET in 1 BOTTLE (60631-412-30)","Angiotensin 2 Receptor Blocker [EPC],  Angiotensin 2 Type 1 Receptor Antagonists [MoA],  Decreased Blood Pressure [PE],  Increased Diuresis [PE],  Thiazide-like Diuretic [EPC]","N/A","No","12/31/2026",0,FALSE,FALSE
