NDC Package Code,category,medication,combo,search_type,search_term,source_file,Proprietary Name,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
43547-386-09,ACE_Inhibitors,Fosinopril,FALSE,proprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv,Fosinopril sodium,10 mg/1,TABLET,ORAL,ANDA205670,Solco Healthcare LLC,43547-386,fosinopirl sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,10/01/2017,N/A,ANDA,90 TABLET in 1 BOTTLE (43547-386-09),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
43547-386-11,ACE_Inhibitors,Fosinopril,FALSE,proprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv,Fosinopril sodium,10 mg/1,TABLET,ORAL,ANDA205670,Solco Healthcare LLC,43547-386,fosinopirl sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,10/01/2017,N/A,ANDA,1000 TABLET in 1 BOTTLE (43547-386-11),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
43547-387-09,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril sodium,20 mg/1,TABLET,ORAL,ANDA205670,Solco Healthcare LLC,43547-387,fosinopril sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,10/01/2017,N/A,ANDA,90 TABLET in 1 BOTTLE (43547-387-09),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
43547-387-11,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril sodium,20 mg/1,TABLET,ORAL,ANDA205670,Solco Healthcare LLC,43547-387,fosinopril sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,10/01/2017,N/A,ANDA,1000 TABLET in 1 BOTTLE (43547-387-11),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
43547-388-09,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril sodium,40 mg/1,TABLET,ORAL,ANDA205670,Solco Healthcare LLC,43547-388,fosinopril sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,10/01/2017,N/A,ANDA,90 TABLET in 1 BOTTLE (43547-388-09),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
43547-388-11,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril sodium,40 mg/1,TABLET,ORAL,ANDA205670,Solco Healthcare LLC,43547-388,fosinopril sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,10/01/2017,N/A,ANDA,1000 TABLET in 1 BOTTLE (43547-388-11),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
50090-2977-0,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril Sodium,10 mg/1,TABLET,ORAL,ANDA077222,A-S Medication Solutions,50090-2977,Fosinopril,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,04/18/2017,N/A,ANDA,30 TABLET in 1 BOTTLE (50090-2977-0),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
50090-4743-0,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril sodium,40 mg/1,TABLET,ORAL,ANDA205670,A-S Medication Solutions,50090-4743,fosinopril sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,11/21/2019,N/A,ANDA,30 TABLET in 1 BOTTLE (50090-4743-0),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
50090-4743-1,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril sodium,40 mg/1,TABLET,ORAL,ANDA205670,A-S Medication Solutions,50090-4743,fosinopril sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,11/21/2019,N/A,ANDA,90 TABLET in 1 BOTTLE (50090-4743-1),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
62135-041-90,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril Sodium,10 mg/1,TABLET,ORAL,ANDA076483,"Chartwell RX, LLC",62135-041,Fosinopril Sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,06/01/2023,N/A,ANDA,90 TABLET in 1 BOTTLE (62135-041-90),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
62135-042-90,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril Sodium,20 mg/1,TABLET,ORAL,ANDA076483,"Chartwell RX, LLC",62135-042,Fosinopril Sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,06/01/2023,N/A,ANDA,90 TABLET in 1 BOTTLE (62135-042-90),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
62135-043-90,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril Sodium,40 mg/1,TABLET,ORAL,ANDA076483,"Chartwell RX, LLC",62135-043,Fosinopril Sodium,FOSINOPRIL SODIUM,HUMAN PRESCRIPTION DRUG,06/01/2023,N/A,ANDA,90 TABLET in 1 BOTTLE (62135-043-90),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA]",N/A,No,12/31/2026
65862-308-01,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril Sodium and Hydrochlorothiazide,"10 mg/1,                         12.5  mg/1",TABLET,ORAL,ANDA079245,Aurobindo Pharma Limited,65862-308,Fosinopril Sodium and Hydrochlorothiazide,FOSINOPRIL SODIUM;  HYDROCHLOROTHIAZIDE,HUMAN PRESCRIPTION DRUG,07/09/2009,N/A,ANDA,100 TABLET in 1 BOTTLE (65862-308-01),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
65862-308-30,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril Sodium and Hydrochlorothiazide,"10 mg/1,                         12.5  mg/1",TABLET,ORAL,ANDA079245,Aurobindo Pharma Limited,65862-308,Fosinopril Sodium and Hydrochlorothiazide,FOSINOPRIL SODIUM;  HYDROCHLOROTHIAZIDE,HUMAN PRESCRIPTION DRUG,07/09/2009,N/A,ANDA,30 TABLET in 1 BOTTLE (65862-308-30),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
65862-308-99,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril Sodium and Hydrochlorothiazide,"10 mg/1,                         12.5  mg/1",TABLET,ORAL,ANDA079245,Aurobindo Pharma Limited,65862-308,Fosinopril Sodium and Hydrochlorothiazide,FOSINOPRIL SODIUM;  HYDROCHLOROTHIAZIDE,HUMAN PRESCRIPTION DRUG,07/09/2009,N/A,ANDA,1000 TABLET in 1 BOTTLE (65862-308-99),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
65862-309-01,ACE_Inhibitors,Fosinopril,FALSE,proprietary | nonproprietary,Fosinopril,Fosinopril_Fosinopril_proprietary_raw.csv | Fosinopril_nonproprietary_raw.csv,Fosinopril Sodium and Hydrochlorothiazide,"20 mg/1,                         12.5  mg/1",TABLET,ORAL,ANDA079245,Aurobindo Pharma Limited,65862-309,Fosinopril Sodium and Hydrochlorothiazide,FOSINOPRIL SODIUM;  HYDROCHLOROTHIAZIDE,HUMAN PRESCRIPTION DRUG,07/09/2009,N/A,ANDA,100 TABLET in 1 BOTTLE (65862-309-01),"Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
