"broad_group","category","medication","combo","search_type","search_term","source_file","Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:","qc_missing_fields","qc_sparse"
"Neurologic:musculoskeletal_Medication","Other_Rheumatologic","HydroxychloroquineSulfate",FALSE,"nonproprietary","HydroxychloroquineSulfate","HydroxychloroquineSulfate_nonproprietary_raw.csv","HYDROXYCHLOROQUINE SULFATE (E)","61919-132-30",NA,NA,NA,NA,"DIRECT RX",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
