"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"AMLODIPINE AND VALSARTAN","0378-1721-93","5 mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","ANDA090483","Mylan Pharmaceuticals Inc.","0378-1721","AMLODIPINE AND VALSARTAN","AMLODIPINE BESYLATE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/30/2015","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0378-1721-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"AMLODIPINE AND VALSARTAN","0378-1722-93","10 mg/1,                         160  mg/1","TABLET, FILM COATED","ORAL","ANDA090483","Mylan Pharmaceuticals Inc.","0378-1722","AMLODIPINE AND VALSARTAN","AMLODIPINE BESYLATE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/30/2015","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0378-1722-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"AMLODIPINE AND VALSARTAN","0378-1723-93","5 mg/1,                         320  mg/1","TABLET, FILM COATED","ORAL","ANDA090483","Mylan Pharmaceuticals Inc.","0378-1723","AMLODIPINE AND VALSARTAN","AMLODIPINE BESYLATE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/30/2015","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0378-1723-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"AMLODIPINE AND VALSARTAN","0378-1724-93","10 mg/1,                         320  mg/1","TABLET, FILM COATED","ORAL","ANDA090483","Mylan Pharmaceuticals Inc.","0378-1724","AMLODIPINE AND VALSARTAN","AMLODIPINE BESYLATE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/30/2015","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0378-1724-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"Amlodipine and Valsartan","23155-844-09","5 mg/1,                         160  mg/1","TABLET","ORAL","ANDA090011","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-844","amlodipine and valsartan","AMLODIPINE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/15/2023","N/A","ANDA","90 TABLET in 1 BOTTLE, PLASTIC (23155-844-09)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"Amlodipine and Valsartan","23155-844-03","5 mg/1,                         160  mg/1","TABLET","ORAL","ANDA090011","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-844","amlodipine and valsartan","AMLODIPINE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/15/2023","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (23155-844-03)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"Amlodipine and Valsartan","23155-845-09","10 mg/1,                         160  mg/1","TABLET","ORAL","ANDA090011","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-845","amlodipine and valsartan","AMLODIPINE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/15/2023","N/A","ANDA","90 TABLET in 1 BOTTLE, PLASTIC (23155-845-09)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"Amlodipine and Valsartan","23155-845-03","10 mg/1,                         160  mg/1","TABLET","ORAL","ANDA090011","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-845","amlodipine and valsartan","AMLODIPINE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/15/2023","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (23155-845-03)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"Amlodipine and Valsartan","23155-846-09","5 mg/1,                         320  mg/1","TABLET","ORAL","ANDA090011","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-846","amlodipine and valsartan","AMLODIPINE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/15/2023","N/A","ANDA","90 TABLET in 1 BOTTLE, PLASTIC (23155-846-09)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"Amlodipine and Valsartan","23155-846-03","5 mg/1,                         320  mg/1","TABLET","ORAL","ANDA090011","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-846","amlodipine and valsartan","AMLODIPINE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/15/2023","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (23155-846-03)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"Amlodipine and Valsartan","23155-847-09","10 mg/1,                         320  mg/1","TABLET","ORAL","ANDA090011","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-847","amlodipine and valsartan","AMLODIPINE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/15/2023","N/A","ANDA","90 TABLET in 1 BOTTLE, PLASTIC (23155-847-09)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
"Amlodipine and Valsartan","23155-847-03","10 mg/1,                         320  mg/1","TABLET","ORAL","ANDA090011","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-847","amlodipine and valsartan","AMLODIPINE;  VALSARTAN","HUMAN PRESCRIPTION DRUG","03/15/2023","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (23155-847-03)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]","N/A","No","12/31/2026"
