"broad_group","category","medication","combo","search_type","search_term","source_file","Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:","qc_missing_fields","qc_sparse","qc_conflict"
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","0832-6072-11","5 mg/1","TABLET","ORAL","ANDA040547","Upsher-Smith Laboratories, LLC","0832-6072","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","03/22/2024","N/A","ANDA","100 TABLET in 1 BOTTLE (0832-6072-11)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","0832-6073-11","10 mg/1","TABLET","ORAL","ANDA040547","Upsher-Smith Laboratories, LLC","0832-6073","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","03/22/2024","N/A","ANDA","100 TABLET in 1 BOTTLE (0832-6073-11)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","11788-011-01","5 mg/1","TABLET","ORAL","ANDA040547","AiPing Pharmaceutical, Inc.","11788-011","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","04/01/2026","N/A","ANDA","100 TABLET in 1 BOTTLE (11788-011-01)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2027",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","11788-011-05","5 mg/1","TABLET","ORAL","ANDA040547","AiPing Pharmaceutical, Inc.","11788-011","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","08/28/2026","N/A","ANDA","500 TABLET in 1 BOTTLE (11788-011-05)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2027",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","11788-012-01","10 mg/1","TABLET","ORAL","ANDA040547","AiPing Pharmaceutical, Inc.","11788-012","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","04/01/2026","N/A","ANDA","100 TABLET in 1 BOTTLE (11788-012-01)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2027",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","11788-012-05","10 mg/1","TABLET","ORAL","ANDA040547","AiPing Pharmaceutical, Inc.","11788-012","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","08/28/2026","N/A","ANDA","500 TABLET in 1 BOTTLE (11788-012-05)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2027",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","23155-070-01","5 mg/1","TABLET","ORAL","ANDA040734","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-070","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","01/15/2012","N/A","ANDA","100 TABLET in 1 BOTTLE (23155-070-01)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","23155-070-10","5 mg/1","TABLET","ORAL","ANDA040734","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-070","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","01/15/2012","N/A","ANDA","1000 TABLET in 1 BOTTLE (23155-070-10)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","23155-071-01","10 mg/1","TABLET","ORAL","ANDA040734","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-071","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","01/15/2012","N/A","ANDA","100 TABLET in 1 BOTTLE (23155-071-01)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","23155-071-10","10 mg/1","TABLET","ORAL","ANDA040734","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.","23155-071","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","01/15/2012","N/A","ANDA","1000 TABLET in 1 BOTTLE (23155-071-10)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","33342-335-11","5 mg/1","TABLET","ORAL","ANDA209827","Macleods Pharmaceuticals Limited","33342-335","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","05/24/2023","N/A","ANDA","100 TABLET in 1 BOTTLE (33342-335-11)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","33342-335-12","5 mg/1","TABLET","ORAL","ANDA209827","Macleods Pharmaceuticals Limited","33342-335","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","05/24/2023","N/A","ANDA","10 BLISTER PACK in 1 CARTON (33342-335-12) / 10 TABLET in 1 BLISTER PACK","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","33342-335-44","5 mg/1","TABLET","ORAL","ANDA209827","Macleods Pharmaceuticals Limited","33342-335","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","05/24/2023","N/A","ANDA","1000 TABLET in 1 BOTTLE (33342-335-44)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","33342-336-11","10 mg/1","TABLET","ORAL","ANDA209827","Macleods Pharmaceuticals Limited","33342-336","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","05/24/2023","N/A","ANDA","100 TABLET in 1 BOTTLE (33342-336-11)","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,"nonproprietary","Methimazole","Methimazole_nonproprietary_raw.csv","Methimazole","33342-336-12","10 mg/1","TABLET","ORAL","ANDA209827","Macleods Pharmaceuticals Limited","33342-336","Methimazole","METHIMAZOLE","HUMAN PRESCRIPTION DRUG","05/24/2023","N/A","ANDA","10 BLISTER PACK in 1 CARTON (33342-336-12) / 10 TABLET in 1 BLISTER PACK","Thyroid Hormone Synthesis Inhibitor [EPC], Thyroid Hormone Synthesis Inhibitors [MoA]","N/A","No","12/31/2026",0,FALSE,FALSE
