NDC Package Code,category,medication,combo,search_type,search_term,source_file,Proprietary Name,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
0378-1075-93,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan and Amlodipine,"5 mg/1,                         40  mg/1",TABLET,ORAL,ANDA202516,Mylan Pharmaceuticals Inc.,0378-1075,telmisartan and amlodipine,AMLODIPINE BESYLATE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,09/19/2014,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (0378-1075-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]",N/A,No,12/31/2026
0378-1076-93,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan and Amlodipine,"10 mg/1,                         40  mg/1",TABLET,ORAL,ANDA202516,Mylan Pharmaceuticals Inc.,0378-1076,telmisartan and amlodipine,AMLODIPINE BESYLATE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,09/19/2014,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (0378-1076-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]",N/A,No,12/31/2026
0378-1077-93,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan and Amlodipine,"5 mg/1,                         80  mg/1",TABLET,ORAL,ANDA202516,Mylan Pharmaceuticals Inc.,0378-1077,telmisartan and amlodipine,AMLODIPINE BESYLATE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,09/19/2014,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (0378-1077-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]",N/A,No,12/31/2026
0378-1078-93,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan and Amlodipine,"10 mg/1,                         80  mg/1",TABLET,ORAL,ANDA202516,Mylan Pharmaceuticals Inc.,0378-1078,telmisartan and amlodipine,AMLODIPINE BESYLATE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,09/19/2014,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (0378-1078-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]",N/A,No,12/31/2026
0378-2920-77,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,20 mg/1,TABLET,ORAL,ANDA202397,Mylan Pharmaceuticals Inc.,0378-2920,telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,07/07/2014,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (0378-2920-77)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0378-2920-93,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,20 mg/1,TABLET,ORAL,ANDA202397,Mylan Pharmaceuticals Inc.,0378-2920,telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,07/07/2014,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (0378-2920-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0378-2921-77,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,40 mg/1,TABLET,ORAL,ANDA202397,Mylan Pharmaceuticals Inc.,0378-2921,telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,07/07/2014,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (0378-2921-77)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0378-2921-93,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,40 mg/1,TABLET,ORAL,ANDA202397,Mylan Pharmaceuticals Inc.,0378-2921,telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,07/07/2014,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (0378-2921-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0378-2922-77,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,80 mg/1,TABLET,ORAL,ANDA202397,Mylan Pharmaceuticals Inc.,0378-2922,telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,07/07/2014,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (0378-2922-77)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0378-2922-93,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,80 mg/1,TABLET,ORAL,ANDA202397,Mylan Pharmaceuticals Inc.,0378-2922,telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,07/07/2014,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (0378-2922-93)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0597-0042-37,ARBs,Telmisartan,FALSE,proprietary | nonproprietary,Micardis | Telmisartan,Telmisartan_Micardis_proprietary_raw.csv | Telmisartan_nonproprietary_raw.csv,Micardis HCT,"25 mg/1,                         80  mg/1",TABLET,ORAL,NDA021162,"Boehringer Ingelheim Pharmaceuticals, Inc.",0597-0042,telmisartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,12/01/2000,N/A,NDA,3 BLISTER PACK in 1 CARTON (0597-0042-37)  / 10 TABLET in 1 BLISTER PACK,"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0597-0043-37,ARBs,Telmisartan,FALSE,proprietary | nonproprietary,Micardis | Telmisartan,Telmisartan_Micardis_proprietary_raw.csv | Telmisartan_nonproprietary_raw.csv,Micardis HCT,"12.5 mg/1,                         40  mg/1",TABLET,ORAL,NDA021162,"Boehringer Ingelheim Pharmaceuticals, Inc.",0597-0043,telmisartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,12/01/2000,N/A,NDA,3 BLISTER PACK in 1 CARTON (0597-0043-37)  / 10 TABLET in 1 BLISTER PACK,"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0597-0044-37,ARBs,Telmisartan,FALSE,proprietary | nonproprietary,Micardis | Telmisartan,Telmisartan_Micardis_proprietary_raw.csv | Telmisartan_nonproprietary_raw.csv,Micardis HCT,"12.5 mg/1,                         80  mg/1",TABLET,ORAL,NDA021162,"Boehringer Ingelheim Pharmaceuticals, Inc.",0597-0044,telmisartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,12/01/2000,N/A,NDA,3 BLISTER PACK in 1 CARTON (0597-0044-37)  / 10 TABLET in 1 BLISTER PACK,"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
24338-001-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,WIDAPLIK,"1.25 mg/1,                         .625  mg/1,                         10  mg/1",TABLET,ORAL,NDA219423,"Azurity Pharmaceuticals, Inc.",24338-001,"telmisartan, amlodipine and indapamide",AMLODIPINE BESYLATE;  INDAPAMIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,10/20/2025,N/A,NDA,30 TABLET in 1 BOTTLE (24338-001-30),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide-like Diuretic [EPC]",N/A,No,12/31/2027
24338-002-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,WIDAPLIK,"2.5 mg/1,                         1.25  mg/1,                         20  mg/1",TABLET,ORAL,NDA219423,"Azurity Pharmaceuticals, Inc.",24338-002,"telmisartan, amlodipine and indapamide",AMLODIPINE BESYLATE;  INDAPAMIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,10/20/2025,N/A,NDA,30 TABLET in 1 BOTTLE (24338-002-30),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide-like Diuretic [EPC]",N/A,No,12/31/2027
24338-003-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,WIDAPLIK,"5 mg/1,                         2.5  mg/1,                         40  mg/1",TABLET,ORAL,NDA219423,"Azurity Pharmaceuticals, Inc.",24338-003,"telmisartan, amlodipine and indapamide",AMLODIPINE BESYLATE;  INDAPAMIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,10/20/2025,N/A,NDA,30 TABLET in 1 BOTTLE (24338-003-30),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide-like Diuretic [EPC]",N/A,No,12/31/2027
33342-118-07,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,20 mg/1,TABLET,ORAL,ANDA203986,Macleods Pharmaceuticals Limited,33342-118,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,01/15/2025,N/A,ANDA,30 TABLET in 1 CONTAINER (33342-118-07),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
33342-118-10,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,20 mg/1,TABLET,ORAL,ANDA203986,Macleods Pharmaceuticals Limited,33342-118,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,01/15/2025,N/A,ANDA,90 TABLET in 1 CONTAINER (33342-118-10),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
33342-119-07,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,40 mg/1,TABLET,ORAL,ANDA203986,Macleods Pharmaceuticals Limited,33342-119,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,01/15/2025,N/A,ANDA,30 TABLET in 1 CONTAINER (33342-119-07),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
33342-119-10,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,40 mg/1,TABLET,ORAL,ANDA203986,Macleods Pharmaceuticals Limited,33342-119,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,01/15/2025,N/A,ANDA,90 TABLET in 1 CONTAINER (33342-119-10),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
33342-120-07,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,80 mg/1,TABLET,ORAL,ANDA203986,Macleods Pharmaceuticals Limited,33342-120,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,01/15/2025,N/A,ANDA,30 TABLET in 1 CONTAINER (33342-120-07),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
33342-120-10,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,80 mg/1,TABLET,ORAL,ANDA203986,Macleods Pharmaceuticals Limited,33342-120,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,01/15/2025,N/A,ANDA,90 TABLET in 1 CONTAINER (33342-120-10),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
42291-462-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan and Hydrochlorothiazide,"12.5 mg/1,                         40  mg/1",TABLET,ORAL,ANDA202544,AvKARE,42291-462,Telmisartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,06/18/2024,N/A,ANDA,3 BLISTER PACK in 1 BOX (42291-462-30)  / 10 TABLET in 1 BLISTER PACK (42291-462-11),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
42291-463-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan and Hydrochlorothiazide,"12.5 mg/1,                         80  mg/1",TABLET,ORAL,ANDA202544,AvKARE,42291-463,Telmisartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,06/18/2024,N/A,ANDA,3 BLISTER PACK in 1 BOX (42291-463-30)  / 10 TABLET in 1 BLISTER PACK (42291-463-11),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
42291-464-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan and Hydrochlorothiazide,"25 mg/1,                         80  mg/1",TABLET,ORAL,ANDA202544,AvKARE,42291-464,Telmisartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,06/18/2024,N/A,ANDA,3 BLISTER PACK in 1 BOX (42291-464-30)  / 10 TABLET in 1 BLISTER PACK (42291-464-11),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
42291-790-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,20 mg/1,TABLET,ORAL,ANDA204415,AvKARE,42291-790,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,12/20/2017,N/A,ANDA,30 TABLET in 1 BOTTLE (42291-790-30),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
42291-791-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,40 mg/1,TABLET,ORAL,ANDA204415,AvKARE,42291-791,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,12/20/2017,N/A,ANDA,30 TABLET in 1 BOTTLE (42291-791-30),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
42291-792-30,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,80 mg/1,TABLET,ORAL,ANDA204415,AvKARE,42291-792,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,12/20/2017,N/A,ANDA,30 TABLET in 1 BOTTLE (42291-792-30),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-283-03,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,20 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-283,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,30 TABLET in 1 BOTTLE (43547-283-03),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-283-09,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,20 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-283,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,90 TABLET in 1 BOTTLE (43547-283-09),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-283-50,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,20 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-283,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,500 TABLET in 1 BOTTLE (43547-283-50),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-284-03,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,40 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-284,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,30 TABLET in 1 BOTTLE (43547-284-03),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-284-09,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,40 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-284,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,90 TABLET in 1 BOTTLE (43547-284-09),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-284-50,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,40 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-284,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,500 TABLET in 1 BOTTLE (43547-284-50),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-285-03,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,80 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-285,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,30 TABLET in 1 BOTTLE (43547-285-03),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-285-09,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,80 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-285,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,90 TABLET in 1 BOTTLE (43547-285-09),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-285-50,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,Telmisartan,80 mg/1,TABLET,ORAL,ANDA207882,"Solco Healthcare US, LLC",43547-285,Telmisartan,TELMISARTAN,HUMAN PRESCRIPTION DRUG,08/20/2017,N/A,ANDA,500 TABLET in 1 BOTTLE (43547-285-50),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
43547-441-03,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,TELMISARTAN AND HYDROCHLOROTHIAZIDE,"12.5 mg/1,                         40  mg/1",TABLET,ORAL,ANDA209028,Solco Healthcare LLC,43547-441,telmisartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,02/05/2018,N/A,ANDA,30 TABLET in 1 BOTTLE (43547-441-03),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
43547-441-09,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,TELMISARTAN AND HYDROCHLOROTHIAZIDE,"12.5 mg/1,                         40  mg/1",TABLET,ORAL,ANDA209028,Solco Healthcare LLC,43547-441,telmisartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,02/05/2018,N/A,ANDA,90 TABLET in 1 BOTTLE (43547-441-09),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
43547-442-03,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,TELMISARTAN AND HYDROCHLOROTHIAZIDE,"12.5 mg/1,                         80  mg/1",TABLET,ORAL,ANDA209028,Solco Healthcare LLC,43547-442,telmisartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,02/05/2018,N/A,ANDA,30 TABLET in 1 BOTTLE (43547-442-03),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
43547-442-09,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,TELMISARTAN AND HYDROCHLOROTHIAZIDE,"12.5 mg/1,                         80  mg/1",TABLET,ORAL,ANDA209028,Solco Healthcare LLC,43547-442,telmisartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,02/05/2018,N/A,ANDA,90 TABLET in 1 BOTTLE (43547-442-09),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
43547-443-03,ARBs,Telmisartan,FALSE,nonproprietary,Telmisartan,Telmisartan_nonproprietary_raw.csv,TELMISARTAN AND HYDROCHLOROTHIAZIDE,"25 mg/1,                         80  mg/1",TABLET,ORAL,ANDA209028,Solco Healthcare LLC,43547-443,telmisartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  TELMISARTAN,HUMAN PRESCRIPTION DRUG,02/05/2018,N/A,ANDA,30 TABLET in 1 BOTTLE (43547-443-03),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
