NDC Package Code,category,medication,combo,search_type,search_term,source_file,Proprietary Name,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
0093-5002-56,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide","10 mg/1,                         25  mg/1,                         40  mg/1","TABLET, FILM COATED",ORAL,ANDA202491,"Teva Pharmaceuticals USA, Inc.",0093-5002,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide",AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-5002-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0093-5003-56,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide","10 mg/1,                         12.5  mg/1,                         40  mg/1","TABLET, FILM COATED",ORAL,ANDA202491,"Teva Pharmaceuticals USA, Inc.",0093-5003,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide",AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-5003-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0093-5004-56,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide","5 mg/1,                         25  mg/1,                         40  mg/1","TABLET, FILM COATED",ORAL,ANDA202491,"Teva Pharmaceuticals USA, Inc.",0093-5004,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide",AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-5004-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0093-5005-56,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide","5 mg/1,                         12.5  mg/1,                         20  mg/1","TABLET, FILM COATED",ORAL,ANDA202491,"Teva Pharmaceuticals USA, Inc.",0093-5005,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide",AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-5005-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0093-5006-56,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide","5 mg/1,                         12.5  mg/1,                         40  mg/1","TABLET, FILM COATED",ORAL,ANDA202491,"Teva Pharmaceuticals USA, Inc.",0093-5006,"Olmesartan Medoxomil, Amlodipine and Hydrochlorothiazide",AMLODIPINE BESYLATE;  HYDROCHLOROTHIAZIDE;  OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-5006-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0527-2425-32,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,OLMESARTAN MEDOXOMIL,5 mg/1,"TABLET, FILM COATED",ORAL,ANDA211049,"Lannett Company, Inc.",0527-2425,Olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,03/05/2019,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0527-2425-32)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0527-2425-46,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,OLMESARTAN MEDOXOMIL,5 mg/1,"TABLET, FILM COATED",ORAL,ANDA211049,"Lannett Company, Inc.",0527-2425,Olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,03/05/2019,N/A,ANDA,"90 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0527-2425-46)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0527-2426-32,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,OLMESARTAN MEDOXOMIL,20 mg/1,"TABLET, FILM COATED",ORAL,ANDA211049,"Lannett Company, Inc.",0527-2426,Olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,03/05/2019,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0527-2426-32)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0527-2426-46,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,OLMESARTAN MEDOXOMIL,20 mg/1,"TABLET, FILM COATED",ORAL,ANDA211049,"Lannett Company, Inc.",0527-2426,Olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,03/05/2019,N/A,ANDA,"90 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0527-2426-46)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0527-2427-32,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,OLMESARTAN MEDOXOMIL,40 mg/1,"TABLET, FILM COATED",ORAL,ANDA211049,"Lannett Company, Inc.",0527-2427,Olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,03/05/2019,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0527-2427-32)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0527-2427-46,ARBs,OlmesartanMedoxomil,FALSE,nonproprietary,OlmesartanMedoxomil,OlmesartanMedoxomil_nonproprietary_raw.csv,OLMESARTAN MEDOXOMIL,40 mg/1,"TABLET, FILM COATED",ORAL,ANDA211049,"Lannett Company, Inc.",0527-2427,Olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,03/05/2019,N/A,ANDA,"90 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0527-2427-46)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0713-0860-30,ARBs,OlmesartanMedoxomil,FALSE,proprietary | nonproprietary,Benicar | OlmesartanMedoxomil,OlmesartanMedoxomil_Benicar_proprietary_raw.csv | OlmesartanMedoxomil_nonproprietary_raw.csv,Benicar,5 mg/1,"TABLET, FILM COATED",ORAL,NDA021286,"Cosette Pharmaceuticals, Inc.",0713-0860,olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,09/01/2022,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0713-0860-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0713-0861-30,ARBs,OlmesartanMedoxomil,FALSE,proprietary | nonproprietary,Benicar | OlmesartanMedoxomil,OlmesartanMedoxomil_Benicar_proprietary_raw.csv | OlmesartanMedoxomil_nonproprietary_raw.csv,Benicar,20 mg/1,"TABLET, FILM COATED",ORAL,NDA021286,"Cosette Pharmaceuticals, Inc.",0713-0861,olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,09/01/2022,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0713-0861-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
0713-0862-30,ARBs,OlmesartanMedoxomil,FALSE,proprietary | nonproprietary,Benicar | OlmesartanMedoxomil,OlmesartanMedoxomil_Benicar_proprietary_raw.csv | OlmesartanMedoxomil_nonproprietary_raw.csv,Benicar,40 mg/1,"TABLET, FILM COATED",ORAL,NDA021286,"Cosette Pharmaceuticals, Inc.",0713-0862,olmesartan medoxomil,OLMESARTAN MEDOXOMIL,HUMAN PRESCRIPTION DRUG,09/01/2022,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (0713-0862-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
