NDC Package Code,category,medication,combo,search_type,search_term,source_file,Proprietary Name,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
0078-0314-34,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan HCT,"12.5 mg/1,                         80  mg/1","TABLET, FILM COATED",ORAL,NDA020818,Novartis Pharmaceuticals Corporation,0078-0314,valsartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  VALSARTAN,HUMAN PRESCRIPTION DRUG,03/06/1998,N/A,NDA,"90 TABLET, FILM COATED in 1 BOTTLE (0078-0314-34)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0078-0315-34,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan HCT,"12.5 mg/1,                         160  mg/1","TABLET, FILM COATED",ORAL,NDA020818,Novartis Pharmaceuticals Corporation,0078-0315,valsartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  VALSARTAN,HUMAN PRESCRIPTION DRUG,03/06/1998,N/A,NDA,"90 TABLET, FILM COATED in 1 BOTTLE (0078-0315-34)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0078-0358-34,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan,80 mg/1,TABLET,ORAL,NDA021283,Novartis Pharmaceuticals Corporation,0078-0358,valsartan,VALSARTAN,HUMAN PRESCRIPTION DRUG,07/01/2001,N/A,NDA,90 TABLET in 1 BOTTLE (0078-0358-34),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
0078-0359-34,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan,160 mg/1,TABLET,ORAL,NDA021283,Novartis Pharmaceuticals Corporation,0078-0359,valsartan,VALSARTAN,HUMAN PRESCRIPTION DRUG,07/01/2001,N/A,NDA,90 TABLET in 1 BOTTLE (0078-0359-34),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
0078-0360-34,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan,320 mg/1,TABLET,ORAL,NDA021283,Novartis Pharmaceuticals Corporation,0078-0360,valsartan,VALSARTAN,HUMAN PRESCRIPTION DRUG,07/01/2001,N/A,NDA,90 TABLET in 1 BOTTLE (0078-0360-34),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
0078-0383-34,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan HCT,"25 mg/1,                         160  mg/1","TABLET, FILM COATED",ORAL,NDA020818,Novartis Pharmaceuticals Corporation,0078-0383,valsartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  VALSARTAN,HUMAN PRESCRIPTION DRUG,03/06/1998,N/A,NDA,"90 TABLET, FILM COATED in 1 BOTTLE (0078-0383-34)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0078-0423-15,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan,40 mg/1,TABLET,ORAL,NDA021283,Novartis Pharmaceuticals Corporation,0078-0423,valsartan,VALSARTAN,HUMAN PRESCRIPTION DRUG,07/01/2001,N/A,NDA,30 TABLET in 1 BOTTLE (0078-0423-15),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
0078-0471-34,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan HCT,"12.5 mg/1,                         320  mg/1","TABLET, FILM COATED",ORAL,NDA020818,Novartis Pharmaceuticals Corporation,0078-0471,valsartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  VALSARTAN,HUMAN PRESCRIPTION DRUG,04/28/2006,N/A,NDA,"90 TABLET, FILM COATED in 1 BOTTLE (0078-0471-34)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0078-0472-34,ARBs,Valsartan,FALSE,proprietary | nonproprietary,Diovan | Valsartan,Valsartan_Diovan_proprietary_raw.csv | Valsartan_nonproprietary_raw.csv,Diovan HCT,"25 mg/1,                         320  mg/1","TABLET, FILM COATED",ORAL,NDA020818,Novartis Pharmaceuticals Corporation,0078-0472,valsartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  VALSARTAN,HUMAN PRESCRIPTION DRUG,04/28/2006,N/A,NDA,"90 TABLET, FILM COATED in 1 BOTTLE (0078-0472-34)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0078-0488-15,ARBs,Valsartan,FALSE,nonproprietary,Valsartan,Valsartan_nonproprietary_raw.csv,Exforge,"5 mg/1,                         160  mg/1","TABLET, FILM COATED",ORAL,NDA021990,Novartis Pharmaceuticals Corporation,0078-0488,amlodipine besylate and valsartan,AMLODIPINE BESYLATE;  VALSARTAN,HUMAN PRESCRIPTION DRUG,06/20/2007,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (0078-0488-15)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Calcium Channel Antagonists [MoA],  Calcium Channel Blocker [EPC],  Cytochrome P450 3A Inhibitors [MoA],  Dihydropyridine Calcium Channel Blocker [EPC],  Dihydropyridines [CS]",N/A,No,12/31/2027
