NDC Package Code,category,medication,combo,search_type,search_term,source_file,Proprietary Name,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
0024-5851-30,ARBs,Irbesartan,FALSE,proprietary | nonproprietary,Avapro | Irbesartan,Irbesartan_Avapro_proprietary_raw.csv | Irbesartan_nonproprietary_raw.csv,Avapro,150 mg/1,"TABLET, FILM COATED",ORAL,NDA020757,Sanofi-Aventis U.S. LLC,0024-5851,irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,01/01/2013,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (0024-5851-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
0024-5852-30,ARBs,Irbesartan,FALSE,proprietary | nonproprietary,Avapro | Irbesartan,Irbesartan_Avapro_proprietary_raw.csv | Irbesartan_nonproprietary_raw.csv,Avapro,300 mg/1,"TABLET, FILM COATED",ORAL,NDA020757,Sanofi-Aventis U.S. LLC,0024-5852,irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,01/01/2013,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (0024-5852-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2027
0024-5855-30,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Avalide,"12.5 mg/1,                         150  mg/1","TABLET, FILM COATED",ORAL,NDA020758,Sanofi-Aventis U.S. LLC,0024-5855,irbesartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,01/01/2013,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (0024-5855-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0024-5856-30,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Avalide,"12.5 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,NDA020758,Sanofi-Aventis U.S. LLC,0024-5856,irbesartan and hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,01/01/2013,N/A,NDA,"30 TABLET, FILM COATED in 1 BOTTLE (0024-5856-30)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0054-0254-13,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         150  mg/1",TABLET,ORAL,ANDA090351,Hikma Pharmaceuticals USA Inc.,0054-0254,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,10/15/2012,N/A,ANDA,30 TABLET in 1 BOTTLE (0054-0254-13),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0054-0254-22,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         150  mg/1",TABLET,ORAL,ANDA090351,Hikma Pharmaceuticals USA Inc.,0054-0254,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,10/15/2012,N/A,ANDA,90 TABLET in 1 BOTTLE (0054-0254-22),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0054-0255-13,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         300  mg/1",TABLET,ORAL,ANDA090351,Hikma Pharmaceuticals USA Inc.,0054-0255,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,10/15/2012,N/A,ANDA,30 TABLET in 1 BOTTLE (0054-0255-13),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0054-0255-22,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         300  mg/1",TABLET,ORAL,ANDA090351,Hikma Pharmaceuticals USA Inc.,0054-0255,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,10/15/2012,N/A,ANDA,90 TABLET in 1 BOTTLE (0054-0255-22),"Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
0093-8232-56,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,ANDA077369,"Teva Pharmaceuticals USA, Inc.",0093-8232,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,08/27/2013,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-8232-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-8232-98,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         300  mg/1","TABLET, FILM COATED",ORAL,ANDA077369,"Teva Pharmaceuticals USA, Inc.",0093-8232,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,08/27/2013,N/A,ANDA,"90 TABLET, FILM COATED in 1 BOTTLE (0093-8232-98)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-8238-56,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         150  mg/1","TABLET, FILM COATED",ORAL,ANDA077369,"Teva Pharmaceuticals USA, Inc.",0093-8238,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,01/24/2013,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-8238-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-8238-98,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         150  mg/1","TABLET, FILM COATED",ORAL,ANDA077369,"Teva Pharmaceuticals USA, Inc.",0093-8238,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/20/2013,N/A,ANDA,"90 TABLET, FILM COATED in 1 BOTTLE (0093-8238-98)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
29300-212-05,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,75 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-212,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"500 TABLET in 1 BOTTLE, PLASTIC (29300-212-05)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-212-13,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,75 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-212,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (29300-212-13)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-212-19,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,75 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-212,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (29300-212-19)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-213-05,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,150 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-213,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"500 TABLET in 1 BOTTLE, PLASTIC (29300-213-05)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-213-13,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,150 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-213,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (29300-213-13)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-213-19,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,150 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-213,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (29300-213-19)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-214-05,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,300 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-214,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"500 TABLET in 1 BOTTLE, PLASTIC (29300-214-05)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-214-13,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,300 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-214,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (29300-214-13)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-214-19,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan,300 mg/1,TABLET,ORAL,ANDA203020,"Unichem Pharmaceuticals (USA), Inc.",29300-214,Irbesartan,IRBESARTAN,HUMAN PRESCRIPTION DRUG,02/28/2018,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (29300-214-19)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
29300-215-10,ARBs,Irbesartan,FALSE,nonproprietary,Irbesartan,Irbesartan_nonproprietary_raw.csv,Irbesartan and Hydrochlorothiazide,"12.5 mg/1,                         150  mg/1","TABLET, FILM COATED",ORAL,ANDA207018,"Unichem Pharmaceuticals (USA), Inc.",29300-215,Irbesartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  IRBESARTAN,HUMAN PRESCRIPTION DRUG,03/31/2018,N/A,ANDA,"1000 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (29300-215-10)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2026
