NDC Package Code,category,medication,combo,search_type,search_term,source_file,Proprietary Name,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
0093-7367-10,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"12.5 mg/1,                         50  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7367,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"1000 TABLET, FILM COATED in 1 BOTTLE (0093-7367-10)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-7367-56,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"12.5 mg/1,                         50  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7367,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-7367-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-7367-98,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"12.5 mg/1,                         50  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7367,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"90 TABLET, FILM COATED in 1 BOTTLE (0093-7367-98)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-7368-10,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"25 mg/1,                         100  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7368,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"1000 TABLET, FILM COATED in 1 BOTTLE (0093-7368-10)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-7368-56,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"25 mg/1,                         100  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7368,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-7368-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-7368-98,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"25 mg/1,                         100  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7368,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"90 TABLET, FILM COATED in 1 BOTTLE (0093-7368-98)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-7369-10,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"12.5 mg/1,                         100  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7369,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"1000 TABLET, FILM COATED in 1 BOTTLE (0093-7369-10)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-7369-56,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"12.5 mg/1,                         100  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7369,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"30 TABLET, FILM COATED in 1 BOTTLE (0093-7369-56)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0093-7369-98,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium and Hydrochlorothiazide,"12.5 mg/1,                         100  mg/1","TABLET, FILM COATED",ORAL,ANDA077157,"Teva Pharmaceuticals USA, Inc.",0093-7369,Losartan Potassium and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE;  LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,04/06/2010,N/A,ANDA,"90 TABLET, FILM COATED in 1 BOTTLE (0093-7369-98)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]",N/A,No,12/31/2027
0615-7958-05,ARBs,LosartanPotassium,FALSE,nonproprietary,LosartanPotassium,LosartanPotassium_nonproprietary_raw.csv,Losartan Potassium,25 mg/1,"TABLET, FILM COATED",ORAL,ANDA078243,"NCS HealthCare of KY, LLC dba Vangard Labs",0615-7958,Losartan Potassium,LOSARTAN POTASSIUM,HUMAN PRESCRIPTION DRUG,08/07/2019,N/A,ANDA,"15 TABLET, FILM COATED in 1 BLISTER PACK (0615-7958-05)","Angiotensin 2 Receptor Antagonists [MoA],  Angiotensin 2 Receptor Blocker [EPC]",N/A,No,12/31/2026
