Proprietary Name,NDC Package Code,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
Tobramycin,63323-303-55,1200 mg/30mL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,NDA050789,"Fresenius Kabi USA, LLC",63323-303,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,HUMAN PRESCRIPTION DRUG,11/23/2005,N/A,NDA,"6 VIAL, PHARMACY BULK PACKAGE in 1 TRAY (63323-303-55) / 30 mL in 1 VIAL, PHARMACY BULK PACKAGE (63323-303-21)","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS]",N/A,No,12/31/2026
Tobramycin,63323-303-51,1200 mg/30mL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,NDA050789,"Fresenius Kabi USA, LLC",63323-303,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,HUMAN PRESCRIPTION DRUG,11/23/2005,N/A,NDA,"6 VIAL, PHARMACY BULK PACKAGE in 1 TRAY (63323-303-51) / 30 mL in 1 VIAL, PHARMACY BULK PACKAGE (63323-303-01)","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS]",N/A,No,12/31/2026
Tobramycin,63323-305-02,10 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,ANDA065122,"Fresenius Kabi USA, LLC",63323-305,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,HUMAN PRESCRIPTION DRUG,11/30/2004,N/A,ANDA,"25 VIAL, MULTI-DOSE in 1 TRAY (63323-305-02) / 2 mL in 1 VIAL, MULTI-DOSE (63323-305-01)","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS]",N/A,No,12/31/2026
Tobramycin,63323-306-02,40 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,ANDA065122,"Fresenius Kabi USA, LLC",63323-306,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,HUMAN PRESCRIPTION DRUG,11/23/2005,N/A,ANDA,"25 VIAL, MULTI-DOSE in 1 TRAY (63323-306-02) / 2 mL in 1 VIAL, MULTI-DOSE (63323-306-01)","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS]",N/A,No,12/31/2026
Tobramycin,63323-306-30,40 mg/mL,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS,ANDA065122,"Fresenius Kabi USA, LLC",63323-306,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,HUMAN PRESCRIPTION DRUG,11/23/2005,N/A,ANDA,"10 VIAL, MULTI-DOSE in 1 TRAY (63323-306-30) / 30 mL in 1 VIAL, MULTI-DOSE (63323-306-05)","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS]",N/A,No,12/31/2026
