Proprietary Name,NDC Package Code,Strength,Dosage Form,Route,Appl. No.,Labeler Name,Product NDC,Nonproprietary Name,Substance Name,Product Type Name,Start Marketing Date,End Marketing Date,Market Category,Package Description,Pharm Class,DEA,Sample Package,Listing Record Certified Through:
Balanceforce V,43857-0592-1,"3 [hp_X]/mL, 12 [hp_X]/mL, 12 [hp_X]/mL, 12 [hp_X]/mL, 12 [hp_X]/mL, 12 [hp_X]/mL, 12 [hp_X]/mL, 12 [hp_X]/mL, 12 [hp_X]/mL, 12 [hp_X]/mL",LIQUID,ORAL,,"BioActive Nutritional, Inc.",43857-0592,"Leonurus Cardiaca, Agaricus Muscarius, Arsenicum Album, Cocculus Indicus, Conium Maculatum, Petroleum, Phosphorus, Pulsatilla (Vulgaris), Tabacum, Theridion",AMANITA MUSCARIA FRUITING BODY; ANAMIRTA COCCULUS SEED; ARSENIC TRIOXIDE; CONIUM MACULATUM FLOWERING TOP; KEROSENE; LEONURUS CARDIACA WHOLE; PHOSPHORUS; PULSATILLA VULGARIS WHOLE; THERIDION CURASSAVICUM; TOBACCO LEAF,HUMAN OTC DRUG,06/01/2021,N/A,UNAPPROVED HOMEOPATHIC,"30 mL in 1 BOTTLE, DROPPER (43857-0592-1)","Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Increased IgG Production [PE], Non-Standardized Plant Allergenic Extract [EPC], Plant Proteins [CS]",N/A,No,12/31/2026
