"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Vaseretic","0187-0146-01","10 mg/1,                         25  mg/1","TABLET","ORAL","NDA019221","Bausch Health US, LLC","0187-0146","enalapril maleate and hydrochlorothiazide","ENALAPRIL MALEATE;  HYDROCHLOROTHIAZIDE","HUMAN PRESCRIPTION DRUG","10/31/1986","N/A","NDA","100 TABLET in 1 BOTTLE (0187-0146-01)","Angiotensin Converting Enzyme Inhibitor [EPC],  Angiotensin-converting Enzyme Inhibitors [MoA],  Decreased Blood Pressure [PE],  Increased Diuresis [PE],  Thiazide Diuretic [EPC],  Thiazides [CS]","N/A","No","12/31/2026"
