"broad_group","category","medication","combo","search_type","search_term","source_file","Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:","qc_missing_fields","qc_sparse"
"Neurologic:musculoskeletal_Medication","Cyclobenzaprine","CyclobenzaprineHydrochloride",FALSE,"nonproprietary","CyclobenzaprineHydrochloride","CyclobenzaprineHydrochloride_nonproprietary_raw.csv","Cyclobenzaprine Hydrochloride (E)","69306-075-09","","","","","Doc Rx","","","","","","N/A","","","N/A","N/A","N/A","",3,TRUE
"Neurologic:musculoskeletal_Medication","Cyclobenzaprine","CyclobenzaprineHydrochloride",FALSE,"nonproprietary","CyclobenzaprineHydrochloride","CyclobenzaprineHydrochloride_nonproprietary_raw.csv","CYCLOBENZAPRINE HYDROCHLORIDE (U)","61919-025-15","","","","","DIRECT RX","","","","","","N/A","","","N/A","N/A","N/A","",3,TRUE
