"broad_group","category","medication","combo","raw_files","raw_rows","nonproprietary_rows","proprietary_rows","exact_duplicates_removed","conflicting_ndc_codes","conflicting_rows_retained","missing_ndc_rows","sparse_rows","distinct_ndc_codes","final_master_rows"
"Metabolic_and_Related_Medication","Anorexiants","DiethylpropionHydrochloride",FALSE,1,91,91,0,0,0,0,0,0,91,91
"Metabolic_and_Related_Medication","Anorexiants","Liraglutide",FALSE,2,42,38,4,4,0,0,0,0,38,38
"Metabolic_and_Related_Medication","Anorexiants","NaltrexoneHClBupropionHCl",TRUE,1,2,0,2,0,0,0,0,0,2,2
"Metabolic_and_Related_Medication","Anorexiants","Orlistat",FALSE,3,11,6,5,1,4,8,0,0,6,10
"Metabolic_and_Related_Medication","Anorexiants","PhendimetrazineTartrate",FALSE,1,87,87,0,0,0,0,0,0,87,87
"Metabolic_and_Related_Medication","Anorexiants","PhentermineHydrochloride",FALSE,2,460,448,12,12,0,0,0,0,448,448
"Metabolic_and_Related_Medication","Anorexiants","PhentermineTopiramate",TRUE,1,5,0,5,0,0,0,0,0,5,5
"Metabolic_and_Related_Medication","Anorexiants","Semaglutide",FALSE,2,42,29,13,13,0,0,0,0,29,29
"Metabolic_and_Related_Medication","Anorexiants","Tirzepatide",FALSE,2,97,64,33,33,0,0,0,0,64,64
"Metabolic_and_Related_Medication","Antithyroid_Agents","Methimazole",FALSE,1,89,89,0,0,0,0,0,0,89,89
"Metabolic_and_Related_Medication","Antithyroid_Agents","PotassiumIodide",FALSE,2,58,55,3,3,0,0,0,1,55,55
"Metabolic_and_Related_Medication","Antithyroid_Agents","Propylthiouracil",FALSE,1,13,13,0,0,0,0,0,0,13,13
"Metabolic_and_Related_Medication","Antithyroid_Agents","SodiumIodideI131",FALSE,2,124,1,123,0,0,0,0,0,124,124
"Metabolic_and_Related_Medication","Hypothyroid_Treatment","LevothyroxineSodium",FALSE,6,1351,1213,138,0,138,276,0,0,1213,1351
"Metabolic_and_Related_Medication","Hypothyroid_Treatment","LiothyronineSodium",FALSE,2,132,129,3,3,0,0,0,0,129,129
"Metabolic_and_Related_Medication","Hypothyroid_Treatment","ThyroidPorcine",FALSE,2,102,0,102,0,0,0,0,0,102,102
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Alirocumab",FALSE,2,20,10,10,10,0,0,0,0,10,10
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","AmlodipineAtorvastatin",TRUE,1,14,0,14,0,0,0,0,0,14,14
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","AtorvastatinCalcium",FALSE,2,1054,1050,4,0,4,8,4,0,1046,1050
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","BempedoicAcid",FALSE,2,6,4,2,2,0,0,0,0,4,4
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","BempedoicAcidEzetimibe",TRUE,1,2,0,2,0,0,0,0,0,2,2
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Cholestyramine",FALSE,2,65,62,3,3,0,0,0,0,62,62
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","ColesevelamHydrochloride",FALSE,1,21,21,0,0,0,0,0,0,21,21
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","ColestipolHydrochloride",FALSE,2,24,21,3,3,0,0,0,0,21,21
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Evolocumab",FALSE,2,20,10,10,10,0,0,0,0,10,10
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Ezetimibe",FALSE,2,202,201,1,1,0,0,0,0,201,201
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","EzetimibeSimvastatin",TRUE,1,8,0,8,0,0,0,0,0,8,8
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Fenofibrate",FALSE,4,400,395,5,5,0,0,0,0,395,395
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","FenofibricAcid",FALSE,1,22,22,0,0,0,0,0,0,22,22
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","FluvastatinSodium",FALSE,2,8,7,1,1,0,0,0,0,7,7
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Gemfibrozil",FALSE,2,305,122,183,2,0,0,0,0,303,303
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","IcosapentEthyl",FALSE,2,62,53,9,9,0,0,0,0,53,53
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Inclisiran",FALSE,2,4,2,2,2,0,0,0,0,2,2
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","LomitapideMesylate",FALSE,2,14,7,7,7,0,0,0,0,7,7
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Lovastatin",FALSE,1,196,196,0,0,0,0,0,0,196,196
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Niacin",FALSE,1,217,217,0,0,0,0,0,0,217,217
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Omega3AcidEthylEsters",FALSE,1,35,35,0,0,0,0,0,0,35,35
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","PitavastatinCalcium",FALSE,2,32,29,3,3,0,0,0,0,29,29
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","PravastatinSodium",FALSE,1,369,369,0,0,0,0,0,0,369,369
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","RosuvastatinCalcium",FALSE,2,544,540,4,0,0,0,0,0,544,544
"Metabolic_and_Related_Medication","Lipid_Lowering_Drugs","Simvastatin",FALSE,2,519,513,6,6,0,0,0,4,513,513
"Neurologic:musculoskeletal_Medication","Cyclobenzaprine","CyclobenzaprineHydrochloride",FALSE,2,818,816,2,2,0,0,0,2,816,816
"Neurologic:musculoskeletal_Medication","Cyclobenzaprine","CyclobenzaprineHydrochlorideExtendedRelease",FALSE,1,2,0,2,0,0,0,0,0,2,2
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","AlmotriptanMalate",FALSE,1,2,2,0,0,0,0,0,0,2,2
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","Atogepant",FALSE,2,14,7,7,7,0,0,0,0,7,7
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","DihydroergotamineMesylate",FALSE,4,26,21,5,5,0,0,0,0,21,21
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","DivalproexSodium",FALSE,2,445,439,6,6,0,0,0,0,439,439
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","EletriptanHydrobromide",FALSE,2,39,36,3,3,0,0,0,0,36,36
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","EptinezumabJjmr",FALSE,2,4,2,2,2,0,0,0,0,2,2
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","ErenumabAooe",FALSE,2,12,6,6,6,0,0,0,0,6,6
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","ErgotamineTartrateCaffeine",TRUE,2,2,0,2,0,0,0,0,0,2,2
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","FremanezumabVfrm",FALSE,2,8,4,4,4,0,0,0,0,4,4
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","FrovatriptanSuccinate",FALSE,2,8,4,4,4,0,0,0,0,4,4
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","GalcanezumabGnlm",FALSE,2,8,4,4,4,0,0,0,0,4,4
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","Lasmiditan",FALSE,2,6,3,3,3,0,0,0,0,3,3
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","MeloxicamRizatriptan",TRUE,1,3,0,3,0,0,0,0,0,3,3
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","NaratriptanHydrochloride",FALSE,1,1,0,1,0,0,0,0,0,1,1
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","OnabotulinumtoxinA",FALSE,2,20,10,10,10,0,0,0,0,10,10
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","PropranololHydrochloride",FALSE,1,473,473,0,0,0,0,0,0,473,473
"Neurologic:musculoskeletal_Medication","Migraine_Treatment:prevention","RimegepantSulfate",FALSE,2,8,4,4,4,0,0,0,0,4,4
