"broad_group","category","medication","combo","search_type","search_term","source_file","Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:","qc_missing_fields","qc_sparse"
"Other","Hyperlipidemia_Medication","Simvastatin",FALSE,"nonproprietary","Simvastatin","Simvastatin_nonproprietary_raw.csv","SIMVASTATIN (E)","68788-8379-6",NA,NA,NA,NA,"Preferred Pharmaceuticals Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Other","Hyperlipidemia_Medication","Simvastatin",FALSE,"nonproprietary","Simvastatin","Simvastatin_nonproprietary_raw.csv","SIMVASTATIN (E)","68788-8379-3",NA,NA,NA,NA,"Preferred Pharmaceuticals Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Other","Hyperlipidemia_Medication","Simvastatin",FALSE,"nonproprietary","Simvastatin","Simvastatin_nonproprietary_raw.csv","SIMVASTATIN (E)","68788-8379-9",NA,NA,NA,NA,"Preferred Pharmaceuticals Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
"Other","Hyperlipidemia_Medication","Simvastatin",FALSE,"nonproprietary","Simvastatin","Simvastatin_nonproprietary_raw.csv","SIMVASTATIN (E)","68788-8379-1",NA,NA,NA,NA,"Preferred Pharmaceuticals Inc.",NA,NA,NA,NA,NA,"N/A",NA,NA,"N/A","N/A","N/A",NA,3,TRUE
