"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"KENALOG-80","0003-0315-05","80 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRAMUSCULAR","NDA014901","E.R. Squibb & Sons, L.L.C.","0003-0315","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","04/12/2019","N/A","NDA","1 VIAL, SINGLE-DOSE in 1 CARTON (0003-0315-05)  / 1 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"KENALOG-80","0003-0315-20","80 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRAMUSCULAR","NDA014901","E.R. Squibb & Sons, L.L.C.","0003-0315","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","04/12/2019","N/A","NDA","1 VIAL, MULTI-DOSE in 1 CARTON (0003-0315-20)  / 5 mL in 1 VIAL, MULTI-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"KENALOG-10","0003-0494-20","10 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRALESIONAL","NDA012041","E.R. Squibb & Sons, L.L.C.","0003-0494","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","06/01/2009","N/A","NDA","1 VIAL, MULTI-DOSE in 1 CARTON (0003-0494-20)  / 5 mL in 1 VIAL, MULTI-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"KENALOG-10","50090-0295-1","10 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRALESIONAL","NDA012041","A-S Medication Solutions","50090-0295","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","06/29/2016","N/A","NDA","1 VIAL, MULTI-DOSE in 1 CARTON (50090-0295-1)  / 5 mL in 1 VIAL, MULTI-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2027"
"KENALOG-40","0003-0293-05","40 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRAMUSCULAR","NDA014901","E.R. Squibb & Sons, L.L.C.","0003-0293","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","06/01/2009","N/A","NDA","1 VIAL, SINGLE-DOSE in 1 CARTON (0003-0293-05)  / 1 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"KENALOG-40","0003-0293-28","40 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRAMUSCULAR","NDA014901","E.R. Squibb & Sons, L.L.C.","0003-0293","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","06/01/2009","N/A","NDA","1 VIAL, MULTI-DOSE in 1 CARTON (0003-0293-28)  / 10 mL in 1 VIAL, MULTI-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"KENALOG-40","0003-0293-20","40 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRAMUSCULAR","NDA014901","E.R. Squibb & Sons, L.L.C.","0003-0293","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","06/01/2009","N/A","NDA","1 VIAL, MULTI-DOSE in 1 CARTON (0003-0293-20)  / 5 mL in 1 VIAL, MULTI-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"KENALOG-40","50090-0256-0","40 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRAMUSCULAR","NDA014901","A-S Medication Solutions","50090-0256","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","06/29/2016","N/A","NDA","1 VIAL, MULTI-DOSE in 1 CARTON (50090-0256-0)  / 5 mL in 1 VIAL, MULTI-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
"KENALOG-40","50090-0819-0","40 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRAMUSCULAR","NDA014901","A-S Medication Solutions","50090-0819","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","11/28/2014","N/A","NDA","1 VIAL, MULTI-DOSE in 1 CARTON (50090-0819-0)  / 10 mL in 1 VIAL, MULTI-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2027"
"KENALOG-40","50090-2360-0","40 mg/mL","INJECTION, SUSPENSION","INTRA-ARTICULAR; INTRAMUSCULAR","NDA014901","A-S Medication Solutions","50090-2360","TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE","HUMAN PRESCRIPTION DRUG","04/21/2016","N/A","NDA","1 VIAL, SINGLE-DOSE in 1 CARTON (50090-2360-0)  / 1 mL in 1 VIAL, SINGLE-DOSE","Corticosteroid Hormone Receptor Agonists [MoA],  Corticosteroid [EPC]","N/A","No","12/31/2026"
